firstName,lastName,district,nextReelection,leadershipTitle,party,dateOfBirth,cspanid,sex,govtrackLink,twitterID,youtubeID,lastElected,districtState,website,phone,senatorRank,house,description,govtrackID,education
Joyce,Beatty,3,2015-01-03 00:00,,DEM,1950-03-12 00:00,67294,F,https://www.govtrack.us/congress/members/joyce_beatty/412565,RepBeatty,0,2013-01-03 00:00,OH,http://beatty.house.gov,202-225-4324,,HS,Representative from OH,412565,"B.A., Central State University, Wilberforce, Ohio, 1972
M.S., Wright State University, Fairborn, Ohio, 1974"
Brad,Wenstrup,2,2015-01-03 00:00,,REP,1958-06-17 00:00,1034044,M,https://www.govtrack.us/congress/members/brad_wenstrup/412564,RepBradWenstrup,repbradwenstrup,2013-01-03 00:00,OH,http://wenstrup.house.gov,202-225-3164,,HS,Representative from OH,412564,"B.A., University of Cincinnati, Cincinnati, Ohio, 1980
B.S. and D.P.M., William M. Scholl College of Podiatric Medicine, Chicago, Ill., 1985"
Chris,Collins,27,2015-01-03 00:00,,REP,1950-05-20 00:00,94144,M,https://www.govtrack.us/congress/members/chris_collins/412563,RepChrisCollins,RepChrisCollins,2013-01-03 00:00,NY,http://chriscollins.house.gov,202-225-5265,,HS,Representative from NY,412563,"B.S., North Carolina State University, Raleigh, N.C., 1972
M.B.A., University of Alabama at Birmingham, Birmingham, Alabama, 1975"
Sean,Maloney,18,2015-01-03 00:00,,DEM,1966-07-30 00:00,79760,M,https://www.govtrack.us/congress/members/sean_maloney/412562,RepSeanMaloney,0,2013-01-03 00:00,NY,http://seanmaloney.house.gov,202-225-5441,,HS,Representative from NY,412562,"B.A., University of Virginia, Charlottesville, Va., 1988
J.D., University of Virginia, Charlottesville, Va., 1992"
Hakeem,Jeffries,8,2015-01-03 00:00,,DEM,1970-08-04 00:00,79612,M,https://www.govtrack.us/congress/members/hakeem_jeffries/412561,RepJeffries,0,2013-01-03 00:00,NY,http://jeffries.house.gov,202-225-5936,,HS,Representative from NY,412561,"B.A., Binghamton University, Vestal, N.Y., 1992
M.P.P., Georgetown University, Washington, D.C., 1994
J.D., New York University, New York City, N.Y., 1997"
Grace,Meng,6,2015-01-03 00:00,,DEM,1975-10-01 00:00,68411,F,https://www.govtrack.us/congress/members/grace_meng/412560,RepGraceMeng,0,2013-01-03 00:00,NY,http://meng.house.gov,202-225-2601,,HS,Representative from NY,412560,"B.A., University of Michigan, Ann Arbor, Mich., 1997
J.D., Yeshiva University, New York City, N.Y., 2002"
Steven,Horsford,4,2015-01-03 00:00,,DEM,1973-04-29 00:00,79614,M,https://www.govtrack.us/congress/members/steven_horsford/412559,RepHorsford,RepHorsford,2013-01-03 00:00,NV,http://horsford.house.gov,202-225-9894,,HS,Representative from NV,412559,
Michelle,Lujan Grisham,1,2015-01-03 00:00,,DEM,1959-10-24 00:00,94791,F,https://www.govtrack.us/congress/members/michelle_lujan_grisham/412558,RepLujanGrisham,RepLujanGrisham,2013-01-03 00:00,NM,http://lujangrisham.house.gov,202-225-6316,,HS,Representative from NM,412558,"B.A., University of New Mexico, Albuquerque, N.Mex., 1981"
Ann,Kuster,2,2015-01-03 00:00,,DEM,1956-09-05 00:00,62650,F,https://www.govtrack.us/congress/members/ann_kuster/412557,RepAnnieKuster,RepKuster,2013-01-03 00:00,NH,http://kuster.house.gov,202-225-5206,,HS,Representative from NH,412557,"A.B., Dartmouth College, Hanover, N.H., 1978"
Deb,Fischer,,2019-01-03 00:00,,REP,1951-03-01 00:00,1034067,F,https://www.govtrack.us/congress/members/deb_fischer/412556,SenatorFischer,senatordebfischer,2013-01-03 00:00,NE,http://www.fischer.senate.gov,202-224-6551,junior,SN,Junior senator from NE,412556,
Kevin,Cramer,,2015-01-03 00:00,,REP,1961-01-21 00:00,7600,M,https://www.govtrack.us/congress/members/kevin_cramer/412555,RepKevinCramer,kevincramer,2013-01-03 00:00,ND,http://cramer.house.gov,202-225-2611,,HS,Representative from ND,412555,"B.A., Concordia College, Moorhead, Minn., 1983
M.A., University of Mary, Bismarck, N. Dak., 2003"
Heidi,Heitkamp,,2019-01-03 00:00,,DEM,1955-10-30 00:00,95414,F,https://www.govtrack.us/congress/members/heidi_heitkamp/412554,SenatorHeitkamp,senatorheidiheitkamp,2013-01-03 00:00,ND,http://www.heitkamp.senate.gov,202-224-2043,junior,SN,Junior senator from ND,412554,
George,Holding,13,2015-01-03 00:00,,REP,1968-04-17 00:00,623728,M,https://www.govtrack.us/congress/members/george_holding/412553,RepHolding,repholding,2013-01-03 00:00,NC,http://holding.house.gov,202-225-3032,,HS,Representative from NC,412553,"B.A., Wake Forest University, Winston-Salem, N.C.
J.D., Wake Forest University, Winston-Salem, N.C., 1996"
Mark,Meadows,11,2015-01-03 00:00,,REP,1959-07-28 00:00,79621,M,https://www.govtrack.us/congress/members/mark_meadows/412552,RepMarkMeadows,RepMarkMeadows,2013-01-03 00:00,NC,http://meadows.house.gov,202-225-6401,,HS,Representative from NC,412552,"B.A., University of South Florida, Tampa, Fla."
Robert,Pittenger,9,2015-01-03 00:00,,REP,1948-08-15 00:00,9265861,M,https://www.govtrack.us/congress/members/robert_pittenger/412551,RepPittenger,CongressmanPittenger,2013-01-03 00:00,NC,http://pittenger.house.gov,202-225-1976,,HS,Representative from NC,412551,"B.A., University of Texas, Austin, Tex., 1970"
Richard,Hudson,8,2015-01-03 00:00,,REP,1971-11-04 00:00,79622,M,https://www.govtrack.us/congress/members/richard_hudson/412550,RepRichHudson,RepRichHudson,2013-01-03 00:00,NC,http://hudson.house.gov,202-225-3715,,HS,Representative from NC,412550,"B.A., University of North Carolina, Charlotte, 1996"
Steve,Daines,,2015-01-03 00:00,,REP,1962-08-20 00:00,1034037,M,https://www.govtrack.us/congress/members/steve_daines/412549,SteveDaines,SteveDainesMT,2013-01-03 00:00,MT,http://daines.house.gov,202-225-3211,,HS,Representative from MT,412549,
Ann,Wagner,2,2015-01-03 00:00,,REP,1962-09-13 00:00,82702,F,https://www.govtrack.us/congress/members/ann_wagner/412548,RepAnnWagner,0,2013-01-03 00:00,MO,http://wagner.house.gov,202-225-1621,,HS,Representative from MO,412548,"B.S.B.A., University of Missouri, Columbia, Mo., 1984"
Kerry,Bentivolio,11,2015-01-03 00:00,,REP,1951-10-06 00:00,79627,M,https://www.govtrack.us/congress/members/kerry_bentivolio/412547,RepKerryB,repkerry,2013-01-03 00:00,MI,http://bentivolio.house.gov,202-225-8171,,HS,Representative from MI,412547,"B.A., St. Mary's University
M.A., Marygrove College, Detroit, Mich."
Daniel,Kildee,5,2015-01-03 00:00,,DEM,1958-08-11 00:00,623723,M,https://www.govtrack.us/congress/members/daniel_kildee/412546,RepDanKildee,RepDanKildee,2013-01-03 00:00,MI,http://dankildee.house.gov,202-225-3611,,HS,Representative from MI,412546,"B.S., Central Michigan University, Mount Pleasant, Mich."
Angus,King,,2019-01-03 00:00,,IND,1944-03-31 00:00,37413,M,https://www.govtrack.us/congress/members/angus_king/412545,SenAngusKing,SenatorAngusKing,2013-01-03 00:00,ME,http://www.king.senate.gov,202-224-5344,junior,SN,Junior senator from ME,412545,
John,Delaney,6,2015-01-03 00:00,,DEM,1963-04-16 00:00,68432,M,https://www.govtrack.us/congress/members/john_delaney/412544,RepJohnDelaney,repjohndelaney,2013-01-03 00:00,MD,http://delaney.house.gov,202-225-2721,,HS,Representative from MD,412544,"B.S., Columbia University, New York, N.Y., 1985
J.D., Georgetown University, Washington, D.C., 1988"
Joseph,Kennedy,4,2015-01-03 00:00,,DEM,1980-10-04 00:00,79948,M,https://www.govtrack.us/congress/members/joseph_kennedy/412543,RepJoeKennedy,0,2013-01-03 00:00,MA,http://kennedy.house.gov,202-225-5931,,HS,Representative from MA,412543,"B.S., Stanford University, Stanford, Calif., 2003
J.D., Harvard University, Cambridge, Mass., 2009"
Elizabeth,Warren,,2019-01-03 00:00,,DEM,1949-06-22 00:00,1023023,F,https://www.govtrack.us/congress/members/elizabeth_warren/412542,SenWarren,senelizabethwarren,2013-01-03 00:00,MA,http://www.warren.senate.gov,202-224-4543,senior,SN,Senior senator from MA,412542,
Garland,Barr,6,2015-01-03 00:00,,REP,1973-07-24 00:00,61848,M,https://www.govtrack.us/congress/members/garland_barr/412541,RepAndyBarr,RepAndyBarr,2013-01-03 00:00,KY,http://barr.house.gov,202-225-4706,,HS,Representative from KY,412541,"B.A., University of Virginia, Charlottesville ,Va., 1996
J.D., University of Kentucky College of Law, Lexington, Ky., 2001"
Luke,Messer,6,2015-01-03 00:00,,REP,1969-02-27 00:00,11245,M,https://www.govtrack.us/congress/members/luke_messer/412540,RepLukeMesser,RepLukeMesser,2013-01-03 00:00,IN,http://messer.house.gov,202-225-3021,,HS,Representative from IN,412540,"B.A., Wabash College, Crawfordsville, Ind., 1991
J.D., Vanderbilt University, Nashville, Tenn., 1994"
Susan,Brooks,5,2015-01-03 00:00,,REP,1960-08-25 00:00,623720,F,https://www.govtrack.us/congress/members/susan_brooks/412539,SusanWBrooks,SusanWBrooks,2013-01-03 00:00,IN,http://susanwbrooks.house.gov,202-225-2276,,HS,Representative from IN,412539,"B.A., Miami University, Oxford, Ohio, 1982
J.D., Indiana University, Indianapolis, Ind., 1985
U.S. attorney, Southern District of Indiana, 2001-2007"
Jackie,Walorski,2,2015-01-03 00:00,,REP,1963-08-17 00:00,95005,F,https://www.govtrack.us/congress/members/jackie_walorski/412538,RepWalorski,repwalorski,2013-01-03 00:00,IN,http://walorski.house.gov,202-225-3915,,HS,Representative from IN,412538,"B.A., Taylor University, Upland, Ind., 1985"
Cheri,Bustos,17,2015-01-03 00:00,,DEM,1961-10-17 00:00,63949,F,https://www.govtrack.us/congress/members/cheri_bustos/412537,RepCheri,RepCheri,2013-01-03 00:00,IL,http://bustos.house.gov,202-225-5905,,HS,Representative from IL,412537,"B.A., University of Maryland, College Park, Md., 1983
M.A., University of Illinois, Springfield, Ill., 1985"
Rodney,Davis,13,2015-01-03 00:00,,REP,1970-01-05 00:00,68337,M,https://www.govtrack.us/congress/members/rodney_davis/412536,RodneyDavis,RepRodneyDavis,2013-01-03 00:00,IL,http://rodneydavis.house.gov,202-225-2371,,HS,Representative from IL,412536,"B.A., Millikin University, Decatur, Ill., 1992"
William,Enyart,12,2015-01-03 00:00,,DEM,1949-09-22 00:00,79286,M,https://www.govtrack.us/congress/members/william_enyart/412535,RepBillEnyart,CongBillEnyart,2013-01-03 00:00,IL,http://enyart.house.gov,202-225-5661,,HS,Representative from IL,412535,"J.D., Southern Illinois University, Edwardsville, Ill., 1979
M.S.S., United States Army War College, Carlisle, Pa., 2000"
Bradley,Schneider,10,2015-01-03 00:00,,DEM,1961-08-20 00:00,63948,M,https://www.govtrack.us/congress/members/bradley_schneider/412534,RepSchneider,RepBradSchneider,2013-01-03 00:00,IL,http://schneider.house.gov,202-225-4835,,HS,Representative from IL,412534,"B.S., Northwestern University, Evanston, Ill., 1983
M.B.A., Northwestern University, 1985"
Tammy,Duckworth,8,2015-01-03 00:00,,DEM,1968-03-12 00:00,94484,F,https://www.govtrack.us/congress/members/tammy_duckworth/412533,RepDuckworth,repduckworth,2013-01-03 00:00,IL,http://duckworth.house.gov,202-225-3711,,HS,Representative from IL,412533,"B.A., University of Hawaii, Manoa, Hawaii, 1989
M.A., The George Washington University, Washington, D.C., 1992"
Tulsi,Gabbard,2,2015-01-03 00:00,,DEM,1981-04-12 00:00,1025291,F,https://www.govtrack.us/congress/members/tulsi_gabbard/412532,TulsiPress,tulsipress,2013-01-03 00:00,HI,http://gabbard.house.gov,202-225-4906,,HS,Representative from HI,412532,"B.S.B.A., Hawaii Pacific University, Honolulu, Hawaii, 2009"
Doug,Collins,9,2015-01-03 00:00,,REP,1966-08-16 00:00,79719,M,https://www.govtrack.us/congress/members/doug_collins/412531,RepDougCollins,repdougcollins,2013-01-03 00:00,GA,http://dougcollins.house.gov,202-225-9893,,HS,Representative from GA,412531,"B.A., North Georgia College, Dahlonega, Ga.,1988
M.Div., New Orleans Theological Seminary, New Orleans, La., 1996
J.D., John Marshall Law School, Atlanta, Ga., 2008"
Joe,Garcia,26,2015-01-03 00:00,,DEM,1963-10-19 00:00,623086,M,https://www.govtrack.us/congress/members/joe_garcia/412530,RepJoeGarcia,repjoegarcia,2013-01-03 00:00,FL,http://garcia.house.gov,202-225-2778,,HS,Representative from FL,412530,"B.A., University of Miami, Miami, Fla., 1987
J.D., University of Miami, Miami, Fla., 1991"
Lois,Frankel,22,2015-01-03 00:00,,DEM,1948-05-16 00:00,623714,F,https://www.govtrack.us/congress/members/lois_frankel/412529,RepLoisFrankel,reploisfrankel,2013-01-03 00:00,FL,http://frankel.house.gov,202-225-9890,,HS,Representative from FL,412529,"B.A., Boston University, Boston, Mass., 1970
J.D., Georgetown University Law Center, Washington, D.C., 1973"
Patrick,Murphy,18,2015-01-03 00:00,,DEM,1983-03-30 00:00,95348,M,https://www.govtrack.us/congress/members/patrick_murphy/412527,RepMurphyFL,RepPatrickMurphyFL,2013-01-03 00:00,FL,http://patrickmurphy.house.gov,202-225-3026,,HS,Representative from FL,412527,"B.A., University of Miami, Miami, Fla., 2006"
Ron,DeSantis,6,2015-01-03 00:00,,REP,1978-09-14 00:00,79744,M,https://www.govtrack.us/congress/members/ron_desantis/412526,RepDeSantis,RepRonDeSantis,2013-01-03 00:00,FL,http://desantis.house.gov,202-225-2706,,HS,Representative from FL,412526,"B.A., Yale University, New Haven, Conn., 2001
J.D., Harvard University, Cambridge, Mass., 2005"
Ted,Yoho,3,2015-01-03 00:00,,REP,1955-04-13 00:00,63943,M,https://www.govtrack.us/congress/members/ted_yoho/412525,RepTedYoho,RepTedYoho,2013-01-03 00:00,FL,http://yoho.house.gov,202-225-5744,,HS,Representative from FL,412525,"A.A., Broward Community College, Fort Lauderdale, Fl., 1977
B.S.A., University of Florida, Gainesville, Fl., 1979"
Elizabeth,Esty,5,2015-01-03 00:00,,DEM,1959-08-25 00:00,1020906,F,https://www.govtrack.us/congress/members/elizabeth_esty/412524,RepEsty,RepEsty,2013-01-03 00:00,CT,http://esty.house.gov,202-225-4476,,HS,Representative from CT,412524,"A.B., Harvard University, Cambridge, Mass., 1981
J.D., Yale University, New Haven, Conn., 1985"
Scott,Peters,52,2015-01-03 00:00,,DEM,1958-06-17 00:00,79661,M,https://www.govtrack.us/congress/members/scott_peters/412523,RepScottPeters,0,2013-01-03 00:00,CA,http://scottpeters.house.gov,202-225-0508,,HS,Representative from CA,412523,"B.A., Duke University, Durham, N.C., 1980
J.D., New York University, New York, N.Y., 1984"
Juan,Vargas,51,2015-01-03 00:00,,DEM,1961-03-07 00:00,8297,M,https://www.govtrack.us/congress/members/juan_vargas/412522,RepJuanVargas,RepJuanVargas,2013-01-03 00:00,CA,http://vargas.house.gov,202-225-8045,,HS,Representative from CA,412522,"B.A., University of San Diego, San Diego, Calif., 1983
M.A., Fordham University, Bronx, N.Y., 1987
J.D., Harvard University, Cambridge, Mass., 1991"
Alan,Lowenthal,47,2015-01-03 00:00,,DEM,1941-03-08 00:00,93815,M,https://www.govtrack.us/congress/members/alan_lowenthal/412521,RepLowenthal,RepLowenthal,2013-01-03 00:00,CA,http://lowenthal.house.gov,202-225-7924,,HS,Representative from CA,412521,
Mark,Takano,41,2015-01-03 00:00,,DEM,1960-12-10 00:00,2737,M,https://www.govtrack.us/congress/members/mark_takano/412520,RepMarkTakano,RepMarkTakano,2013-01-03 00:00,CA,http://takano.house.gov,202-225-2305,,HS,Representative from CA,412520,"A.B., Harvard University, Cambridge, Mass., 1983
M.F.A., University of California-Riverside, Riverside, Calif."
Raul,Ruiz,36,2015-01-03 00:00,,DEM,1972-08-25 00:00,79727,M,https://www.govtrack.us/congress/members/raul_ruiz/412519,CongressmanRuiz,repraulruiz,2013-01-03 00:00,CA,http://ruiz.house.gov,202-225-5330,,HS,Representative from CA,412519,"B.S., University of California-Los Angeles, Los Angles, Calif., 1994
M.D. and M.P.P., Harvard University, Cambridge, Mass., 2001
M.P.H., Harvard University, Cambridge, Mass., 2007"
Gloria,Negrete McLeod,35,2015-01-03 00:00,,DEM,1941-09-06 00:00,69136,F,https://www.govtrack.us/congress/members/gloria_negrete_mcleod/412518,RepMcLeod,NegreteMcLeod,2013-01-03 00:00,CA,http://negretemcleod.house.gov,202-225-6161,,HS,Representative from CA,412518,"A.A., Chaffey Community College, Rancho Cucamonga, Calif."
Tony,Cárdenas,29,2015-01-03 00:00,,DEM,1963-03-31 00:00,63934,M,https://www.govtrack.us/congress/members/tony_cardenas/412517,RepCardenas,repcardenas,2013-01-03 00:00,CA,http://cardenas.house.gov,202-225-6131,,HS,Representative from CA,412517,"B.A., University of California-Santa Barbara, Santa Barbara, Calif., 1986"
Julia,Brownley,26,2015-01-03 00:00,,DEM,1952-08-28 00:00,79783,F,https://www.govtrack.us/congress/members/julia_brownley/412516,JuliaBrownley26,RepJuliaBrownley,2013-01-03 00:00,CA,http://juliabrownley.house.gov,202-225-5811,,HS,Representative from CA,412516,"B.A., Mount Vernon College, Washington, D.C., 1975
M.B.A., American University, Washington, D.C., 1979"
David,Valadao,21,2015-01-03 00:00,,REP,1977-04-14 00:00,623702,M,https://www.govtrack.us/congress/members/david_valadao/412515,RepDavidValadao,congressmanvaladao,2013-01-03 00:00,CA,http://valadao.house.gov,202-225-4695,,HS,Representative from CA,412515,
Eric,Swalwell,15,2015-01-03 00:00,,DEM,1980-11-16 00:00,79729,M,https://www.govtrack.us/congress/members/eric_swalwell/412514,RepSwalwell,ericswalwell,2013-01-03 00:00,CA,http://swalwell.house.gov,202-225-5065,,HS,Representative from CA,412514,"J.D., University of Maryland School of Law, Baltimore, Md., 2006"
Paul,Cook,8,2015-01-03 00:00,,REP,1943-03-03 00:00,68278,M,https://www.govtrack.us/congress/members/paul_cook/412513,RepPaulCook,RepPaulCook,2013-01-03 00:00,CA,http://cook.house.gov,202-225-5861,,HS,Representative from CA,412513,"B.S., Southern Connecticut State University, New Haven, Conn., 1966
M.P.A., California State University-San Bernardino, San Bernardino, Calif., 1996
M.A., University of California-Riverside, Riverside, Calif., 2000"
Ami,Bera,7,2015-01-03 00:00,,DEM,1965-03-02 00:00,1033636,M,https://www.govtrack.us/congress/members/ami_bera/412512,RepBera,repamibera,2013-01-03 00:00,CA,http://bera.house.gov,202-225-5716,,HS,Representative from CA,412512,"B.S., University of California-Irvine, Irvine, Calif., 1987
M.D., University of California-Irvine, Irvine, Calif., 1991"
Jared,Huffman,2,2015-01-03 00:00,,DEM,1964-02-18 00:00,622431,M,https://www.govtrack.us/congress/members/jared_huffman/412511,RepHuffman,rephuffman,2013-01-03 00:00,CA,http://huffman.house.gov,202-225-5161,,HS,Representative from CA,412511,"B.A., University of California-Santa Barbara, Santa Barbara, Calif., 1986
J.D., Boston College, Newton, Mass., 1990"
Doug,LaMalfa,1,2015-01-03 00:00,,REP,1960-07-02 00:00,68493,M,https://www.govtrack.us/congress/members/doug_lamalfa/412510,RepLaMalfa,RepLaMalfa,2013-01-03 00:00,CA,http://lamalfa.house.gov,202-225-3076,,HS,Representative from CA,412510,"A.A., Butte College, Oroville, Calif., 1980
B.S., California Polytechnic State University, San Luis Obispo, Calif., 1982"
Kyrsten,Sinema,9,2015-01-03 00:00,,DEM,1976-07-12 00:00,68489,F,https://www.govtrack.us/congress/members/kyrsten_sinema/412509,RepSinema,repsinema,2013-01-03 00:00,AZ,http://sinema.house.gov,202-225-9888,,HS,Representative from AZ,412509,"B.A., Brigham Young University, Provo, Utah
M.S., Arizona State University, Tempe, Ariz., 1999
J.D., Arizona State University, 2004"
Tom,Cotton,4,2015-01-03 00:00,,REP,1977-05-13 00:00,63928,M,https://www.govtrack.us/congress/members/tom_cotton/412508,RepTomCotton,RepTomCotton,2013-01-03 00:00,AR,http://cotton.house.gov,202-225-3772,,HS,Representative from AR,412508,"A.B., Harvard University, Cambridge, Mass., 1998
J.D., Harvard University, Cambridge, Mass., 2002"
Donald,Payne,10,2015-01-03 00:00,,DEM,1958-12-17 00:00,65639,M,https://www.govtrack.us/congress/members/donald_payne/412506,RepDonaldPayne,0,2013-01-03 00:00,NJ,http://payne.house.gov,202-225-3436,,HS,Representative from NJ,412506,
Suzan,DelBene,1,2015-01-03 00:00,,DEM,1962-02-17 00:00,1033929,F,https://www.govtrack.us/congress/members/suzan_delbene/412505,RepDelBene,0,2013-01-03 00:00,WA,http://delbene.house.gov,202-225-6311,,HS,Representative from WA,412505,"B.A., Reed College, Portland, Oreg. 1983
M.B.A., University of Washington, Seattle, Wash., 1990"
Thomas,Massie,4,2015-01-03 00:00,,REP,1971-01-13 00:00,79951,M,https://www.govtrack.us/congress/members/thomas_massie/412503,RepThomasMassie,repthomasmassie,2013-01-03 00:00,KY,http://massie.house.gov,202-225-3465,,HS,Representative from KY,412503,"B.S., Massachusetts Institute of Technology, Cambridge, Mass., 1993
M.S., Massachusetts Institute of Technology, Cambridge, Mass., 1996"
Ron,Barber,2,2015-01-03 00:00,,DEM,1945-08-25 00:00,31093,M,https://www.govtrack.us/congress/members/ron_barber/412502,RepRonBarber,RepRonBarber,2013-01-03 00:00,AZ,http://barber.house.gov,202-225-2542,,HS,Representative from AZ,412502,"B.A., University of Arizona, Tucson, Ariz., 1967"
Suzanne,Bonamici,1,2015-01-03 00:00,,DEM,1954-10-14 00:00,63966,F,https://www.govtrack.us/congress/members/suzanne_bonamici/412501,RepBonamici,RepSuzanneBonamici,2013-01-03 00:00,OR,http://bonamici.house.gov,202-225-0855,,HS,Representative from OR,412501,"A.A., Lane Community College, Eugene, Oreg. 1978
B.A., University of Oregon, Eugene, Oreg., 1980
J.D., University of Oregon, Eugene, Oreg., 1983"
Mark,Amodei,2,2015-01-03 00:00,,REP,1958-06-12 00:00,62817,M,https://www.govtrack.us/congress/members/mark_amodei/412500,MarkAmodeiNV2,markamodeinv2,2013-01-03 00:00,NV,http://amodei.house.gov,202-225-6155,,HS,Representative from NV,412500,"B.A., University of Nevada, Reno, Nev., 1980
J.D., University of the Pacific, McGeorge School of Law, Sacramento, Calif., 1983"
Janice,Hahn,44,2015-01-03 00:00,,DEM,1952-03-30 00:00,57805,F,https://www.govtrack.us/congress/members/janice_hahn/412498,Rep_JaniceHahn,RepJaniceHahn,2013-01-03 00:00,CA,http://hahn.house.gov,202-225-8220,,HS,Representative from CA,412498,"B.S., Abilene Christian University, Abilene, Tex., 1974"
Reid,Ribble,8,2015-01-03 00:00,,REP,1956-04-05 00:00,62776,M,https://www.govtrack.us/congress/members/reid_ribble/412489,RepRibble,RepRibble,2013-01-03 00:00,WI,http://ribble.house.gov,202-225-5665,,HS,Representative from WI,412489,
Sean,Duffy,7,2015-01-03 00:00,,REP,1971-10-03 00:00,623570,M,https://www.govtrack.us/congress/members/sean_duffy/412488,RepSeanDuffy,RepSeanDuffy,2013-01-03 00:00,WI,http://duffy.house.gov,202-225-3365,,HS,Representative from WI,412488,"B.A., St. Mary's University
J.D., William Mitchell College of Law, St. Paul, Minn., 1999"
David,McKinley,1,2015-01-03 00:00,,REP,1947-03-28 00:00,9269013,M,https://www.govtrack.us/congress/members/david_mckinley/412487,RepMcKinley,RepDavidMcKinley,2013-01-03 00:00,WV,http://mckinley.house.gov,202-225-4172,,HS,Representative from WV,412487,"B.S.C.E., Purdue University, West Lafayette, Ind., 1969"
Jaime,Herrera Beutler,3,2015-01-03 00:00,,REP,1978-11-03 00:00,95198,F,https://www.govtrack.us/congress/members/jaime_herrera_beutler/412486,HerreraBeutler,RepHerreraBeutler,2013-01-03 00:00,WA,http://herrerabeutler.house.gov,202-225-3536,,HS,Representative from WA,412486,"A.A., Bellevue Community College, Bellevue, Wash., 2003"
H.,Griffith,9,2015-01-03 00:00,,REP,1958-03-15 00:00,62766,M,https://www.govtrack.us/congress/members/morgan_griffith/412485,RepMGriffith,RepMorganGriffith,2013-01-03 00:00,VA,http://morgangriffith.house.gov,202-225-3861,,HS,Representative from VA,412485,
Robert,Hurt,5,2015-01-03 00:00,,REP,1969-06-16 00:00,623558,M,https://www.govtrack.us/congress/members/robert_hurt/412484,RepRobertHurt,RepRobertHurt,2013-01-03 00:00,VA,http://hurt.house.gov,202-225-4711,,HS,Representative from VA,412484,"J.D., Mississippi College, Clinton, Miss., 1995"
Edward,Rigell,2,2015-01-03 00:00,,REP,1960-05-28 00:00,9268996,M,https://www.govtrack.us/congress/members/edward_rigell/412483,RepScottRigell,RepScottRigell,2013-01-03 00:00,VA,http://rigell.house.gov,202-225-4215,,HS,Representative from VA,412483,"A.A., Brevard Community College, Cocoa, Fla., 1981
B.B.A., Mercer University, Macon, Ga., 1983
M.B.A., Regent University, Virginia Beach, Va., 1990"
Blake,Farenthold,27,2015-01-03 00:00,,REP,1961-12-12 00:00,95180,M,https://www.govtrack.us/congress/members/blake_farenthold/412482,Farenthold,BlakeFarenthold,2013-01-03 00:00,TX,http://farenthold.house.gov,202-225-7742,,HS,Representative from TX,412482,"B.S., University of Texas, Austin, Tex., 1985
J.D., St. Mary's University"
Bill,Flores,17,2015-01-03 00:00,,REP,1954-02-25 00:00,623540,M,https://www.govtrack.us/congress/members/bill_flores/412480,RepBillFlores,RepBillFlores,2013-01-03 00:00,TX,http://flores.house.gov,202-225-6105,,HS,Representative from TX,412480,"B.B.A., Texas A&M
M.B.A., Houston Baptist University, Houston, Tex., 1985"
Stephen,Fincher,8,2015-01-03 00:00,,REP,1973-02-07 00:00,9268967,M,https://www.govtrack.us/congress/members/stephen_fincher/412479,RepFincherTN08,CongressmanFincher,2013-01-03 00:00,TN,http://fincher.house.gov,202-225-4714,,HS,Representative from TN,412479,
Diane,Black,6,2015-01-03 00:00,,REP,1951-01-16 00:00,9268964,F,https://www.govtrack.us/congress/members/diane_black/412478,RepDianeBlack,RepDianeBlack,2013-01-03 00:00,TN,http://black.house.gov,202-225-4231,,HS,Representative from TN,412478,"A.S.N., Anne Arundel Community College, Arnold, Md., 1971
B.S.N., Belmont University, Nashville, Tenn., 1992"
Scott,DesJarlais,4,2015-01-03 00:00,,REP,1964-02-21 00:00,623287,M,https://www.govtrack.us/congress/members/scott_desjarlais/412477,DesJarlaisTN04,ScottDesJarlaisTN04,2013-01-03 00:00,TN,http://desjarlais.house.gov,202-225-6831,,HS,Representative from TN,412477,"B.S., University of South Dakota, 1987
M.D., University of South Dakota, Vermillion, S. Dak., 1991"
Charles,Fleischmann,3,2015-01-03 00:00,,REP,1962-10-11 00:00,95146,M,https://www.govtrack.us/congress/members/charles_fleischmann/412476,RepChuck,repchuck,2013-01-03 00:00,TN,http://fleischmann.house.gov,202-225-3271,,HS,Representative from TN,412476,"B.A., University of Illinois, Urbana-Champaign, Ill., 1983
J.D., University of Tennessee, Knoxville, Tenn., 1986"
Kristi,Noem,,2015-01-03 00:00,,REP,1971-11-30 00:00,62717,F,https://www.govtrack.us/congress/members/kristi_noem/412475,RepKristiNoem,RepKristiNoem,2013-01-03 00:00,SD,http://noem.house.gov,202-225-2801,,HS,Representative from SD,412475,"B.A., South Dakota State University, Brookings, S.Dak., 2011"
Mick,Mulvaney,5,2015-01-03 00:00,,REP,1967-07-21 00:00,623510,M,https://www.govtrack.us/congress/members/mick_mulvaney/412474,RepMickMulvaney,RepMickMulvaney,2013-01-03 00:00,SC,http://mulvaney.house.gov,202-225-5501,,HS,Representative from SC,412474,"J.D., University of North Carolina, Chapel Hill, N.C., 1992"
Trey,Gowdy,4,2015-01-03 00:00,,REP,1964-08-22 00:00,9268950,M,https://www.govtrack.us/congress/members/trey_gowdy/412473,TGowdySC,TGowdySC,2013-01-03 00:00,SC,http://gowdy.house.gov,202-225-6030,,HS,Representative from SC,412473,"B.A., Baylor University, Waco, Texas, 1986
J.D., University of South Carolina School of Law, Columbia, S.C., 1989"
